animal_id,animal_type,sex,age,color,outcome,outcome_month,outcome_year,mix,outcome_datetime_ChristmasEve,outcome_datetime_NewYearsDay,outcome_datetime_USChristmasDay,outcome_datetime_USThanksgivingDay
A662933,Dog,Neutered Male,7,Multiple colors,Return_to_owner,10,2013,Mix,0,0,0,0
A678046,Dog,Intact Female,6,Multiple colors,Transfer,5,2014,Mix,0,0,0,0
A702904,Cat,Neutered Male,0.16666666666666666,Tabby,Adoption,7,2015,Mix,0,0,0,0
A689192,Cat,Intact Male,0.05753419928695949,Tabby,Euthanasia,9,2014,Mix,0,0,0,0
A682140,Cat,Neutered Male,0.16666666666666666,Multiple colors,Adoption,7,2014,Mix,0,0,0,0
A716095,Dog,Intact Male,10,Multiple colors,Adoption,12,2015,Mix,0,0,0,0
A687082,Cat,Intact Female,0.3333333333333333,Tortie/Torbie,Euthanasia,9,2014,Mix,0,0,0,0
A673578,Dog,Intact Female,0.16666666666666666,Multiple colors,Transfer,2,2014,Mix,0,0,0,0
A687341,Cat,Intact Male,0.07671226571594598,Tabby,Transfer,9,2014,Mix,0,0,0,0
A700741,Dog,Spayed Female,1,Multiple colors,Adoption,4,2015,NA,0,0,0,0
A704804,Cat,Unknown,0.05753419928695949,Point,Transfer,6,2015,Mix,0,0,0,0
A679335,Dog,Spayed Female,12,Multiple colors,Return_to_owner,5,2014,Mix,0,0,0,0
A685641,Cat,Spayed Female,4,Tabby,Return_to_owner,8,2014,Mix,0,0,0,0
A709020,Dog,Spayed Female,13,Yellow,Adoption,11,2015,Mix,0,0,0,0
A716505,Dog,Intact Male,0.019178066428986496,Tan,Transfer,11,2015,Mix,0,0,0,0
A659021,Dog,Spayed Female,6,Multiple colors,Transfer,10,2013,Mix,0,0,0,0
A701187,Dog,Spayed Female,2,Multiple colors,Euthanasia,5,2015,Mix,0,0,0,0
A675586,Dog,Neutered Male,4,Multiple colors,Return_to_owner,3,2014,Mix,0,0,0,0
A711772,Dog,Neutered Male,2,Tan,Transfer,1,2016,Mix,0,0,0,0
A669159,Cat,Spayed Female,0.75,Tabby,Adoption,12,2013,Mix,0,0,0,0
A693101,Cat,Neutered Male,4,Tabby,Transfer,12,2014,Mix,0,0,0,0
A663603,Dog,Neutered Male,1,Multiple colors,Adoption,12,2013,Mix,0,0,0,0
A690098,Cat,Intact Female,0.08333333333333333,Tortie/Torbie,Transfer,10,2014,Mix,0,0,0,0
A663878,Dog,Spayed Female,2,Black,Adoption,10,2013,Mix,0,0,0,0
A683657,Cat,Neutered Male,0.16666666666666666,Tabby,Adoption,7,2014,Mix,0,0,0,0
A358697,Dog,Neutered Male,11,Multiple colors,Return_to_owner,2,2015,Mix,0,0,0,0
A689183,Dog,Spayed Female,0.08333333333333333,Brown,Adoption,10,2014,Mix,0,0,0,0
A694918,Cat,Neutered Male,1,Tabby,Transfer,2,2015,Mix,0,0,0,0
A680648,Cat,Intact Male,1,Multiple colors,Transfer,6,2014,Mix,0,0,0,0
A703484,Dog,Intact Male,2,Multiple colors,Return_to_owner,5,2015,NA,0,0,0,0
A706804,Dog,Intact Female,0.16666666666666666,Brindle,Transfer,7,2015,Mix,0,0,0,0
A676760,Cat,Intact Female,0.05753419928695949,Tabby,Transfer,4,2014,Mix,0,0,0,0
A717767,Cat,Intact Male,1,Tabby,Euthanasia,12,2015,Mix,0,0,0,0
A686544,Dog,Spayed Female,5,Cream,Adoption,8,2014,NA,0,0,0,0
A694744,Dog,Neutered Male,9,Multiple colors,Transfer,1,2015,Mix,0,0,0,0
A715226,Cat,Unknown,0.08333333333333333,Black,Euthanasia,11,2015,Mix,0,0,0,0
A705135,Dog,Spayed Female,2,Multiple colors,Adoption,6,2015,NA,0,0,0,0
A674107,Dog,Spayed Female,10,Multiple colors,Transfer,3,2014,Mix,0,0,0,0
A682677,Cat,Intact Female,0.05753419928695949,Multiple colors,Transfer,7,2014,Mix,0,0,0,0
A688436,Dog,Intact Male,0.4166666666666667,White,Transfer,9,2014,Mix,0,0,0,0
A686390,Dog,Neutered Male,0.3333333333333333,Multiple colors,Adoption,8,2014,Mix,0,0,0,0
A701133,Dog,Neutered Male,2,Multiple colors,Return_to_owner,4,2015,Mix,0,0,0,0
A720094,Dog,Neutered Male,5,Multiple colors,Transfer,2,2016,NA,0,0,0,0
A670127,Dog,Spayed Female,1,Tricolor,Adoption,1,2014,Mix,0,0,0,0
A686873,Cat,Intact Male,0.16666666666666666,Black,Transfer,9,2014,Mix,0,0,0,0
A696291,Dog,Neutered Male,2,Gray,Adoption,2,2015,Mix,0,0,0,0
A681441,Cat,Intact Male,0.09589033214493249,Tabby,Transfer,6,2014,Mix,0,0,0,0
A616906,Cat,Spayed Female,4,Tabby,Transfer,6,2014,Mix,0,0,0,0
A718254,Dog,Neutered Male,1,Black,Return_to_owner,12,2015,Mix,0,0,0,0
A705422,Dog,Spayed Female,0.4166666666666667,Multiple colors,Adoption,7,2015,Mix,0,0,0,0
A673321,Cat,Spayed Female,12,Point,Adoption,3,2014,NA,0,0,0,0
A700996,Cat,Spayed Female,8,Calico,Adoption,5,2015,Mix,0,0,0,0
A707010,Cat,Neutered Male,2,Tabby,Return_to_owner,7,2015,Mix,0,0,0,0
A667135,Dog,Spayed Female,2,Multiple colors,Return_to_owner,7,2014,Mix,0,0,0,0
A718530,Dog,Spayed Female,2,Multiple colors,Adoption,1,2016,Mix,0,0,0,0
A689692,Cat,Intact Female,0.05753419928695949,Black,Transfer,10,2014,Mix,0,0,0,0
A664776,Dog,Intact Female,1,Multiple colors,Transfer,10,2013,Mix,0,0,0,0
A684398,Dog,Spayed Female,0.16666666666666666,Multiple colors,Adoption,8,2014,Mix,0,0,0,0
A716002,Dog,Neutered Male,9,Multiple colors,Return_to_owner,11,2015,Mix,0,0,0,0
A695693,Cat,Spayed Female,5,Calico,Adoption,1,2015,Mix,0,0,0,0
A696571,Dog,Spayed Female,0.5,Chocolate,Transfer,2,2015,Mix,0,0,0,0
A680146,Dog,Intact Male,0.005479452054794521,Cream,Transfer,5,2014,Mix,0,0,0,0
A714823,Cat,Neutered Male,2,Multiple colors,Transfer,2,2016,Mix,0,0,0,0
A598288,Dog,Spayed Female,10,Multiple colors,Return_to_owner,11,2015,NA,0,0,0,0
A708707,Cat,Intact Female,0.03835613285797299,Tabby,Transfer,7,2015,Mix,0,0,0,0
A665205,Cat,Intact Female,0.03835613285797299,Tortie/Torbie,Transfer,10,2013,Mix,0,0,0,0
A701325,Dog,Spayed Female,1,White,Adoption,5,2015,Mix,0,0,0,0
A675310,Cat,Intact Female,0.005479452054794521,Multiple colors,Transfer,3,2014,Mix,0,0,0,0
A671364,Dog,Neutered Male,0.16666666666666666,Brindle,Return_to_owner,2,2014,NA,0,0,0,0
A709578,Dog,Spayed Female,1,Multiple colors,Return_to_owner,8,2015,Mix,0,0,0,0
A664973,Cat,Neutered Male,0.16666666666666666,Point,Adoption,11,2013,Mix,0,0,0,0
A679712,Dog,Spayed Female,0.4166666666666667,Chocolate,Transfer,9,2014,Mix,0,0,0,0
A662272,Dog,Neutered Male,2,Black,Transfer,10,2013,Mix,0,0,0,0
A693543,Dog,Intact Male,0.8333333333333334,Multiple colors,Transfer,12,2014,Mix,0,0,0,0
A670891,Cat,Intact Male,0.6666666666666666,Black,Transfer,1,2014,Mix,0,0,0,0
A687392,Dog,Neutered Male,2,Black,Return_to_owner,9,2014,Mix,0,0,0,0
A667658,Dog,Spayed Female,0.4166666666666667,Brindle,Adoption,11,2013,Mix,0,0,0,0
A697490,Dog,Intact Female,1,Multiple colors,Euthanasia,3,2015,Mix,0,0,0,0
A666520,Dog,Spayed Female,1,Yellow,Transfer,11,2013,Mix,0,0,0,0
A669275,Dog,Spayed Female,2,Multiple colors,Return_to_owner,12,2013,Mix,0,0,0,0
A675514,Cat,Neutered Male,0.08333333333333333,Tabby,Adoption,5,2014,Mix,0,0,0,0
A695290,Dog,Neutered Male,3,White,Transfer,1,2015,Mix,0,0,0,0
A673952,Cat,Unknown,0.6666666666666666,Tabby,Transfer,3,2014,Mix,0,0,0,0
A679950,Cat,Neutered Male,0.25,Tabby,Adoption,8,2014,Mix,0,0,0,0
A686804,Dog,Neutered Male,0.4166666666666667,Multiple colors,Transfer,10,2014,Mix,0,0,0,0
A679594,Cat,Neutered Male,0.16666666666666666,Black,Adoption,7,2014,Mix,0,0,0,0
A690327,Cat,Neutered Male,14,Tabby,Transfer,10,2014,Mix,0,0,0,0
A701556,Dog,Neutered Male,6,Blue,Return_to_owner,9,2015,Mix,0,0,0,0
A676913,Cat,Intact Female,0.00821917808219178,Calico,Transfer,4,2014,Mix,0,0,0,0
A706874,Dog,Spayed Female,2,Merle,Adoption,10,2015,Mix,0,0,0,0
A700908,Cat,Intact Male,0.005479452054794521,Tabby,Transfer,4,2015,Mix,0,0,0,0
A712951,Dog,Neutered Male,2,Multiple colors,Transfer,10,2015,Mix,0,0,0,0
A680529,Cat,Intact Male,0.08333333333333333,Tabby,Euthanasia,6,2014,Mix,0,0,0,0
A660027,Dog,Neutered Male,2,Brindle,Transfer,8,2014,Mix,0,0,0,0
A681867,Dog,Spayed Female,0.16666666666666666,Brindle,Adoption,6,2014,Mix,0,0,0,0
A668585,Dog,Neutered Male,2,Multiple colors,Return_to_owner,12,2013,Mix,0,0,0,0
A720532,Cat,Spayed Female,0.5,Tortie/Torbie,Adoption,2,2016,Mix,0,0,0,0
A670018,Dog,Neutered Male,4,Multiple colors,Adoption,5,2014,Mix,0,0,0,0
A667891,Dog,Neutered Male,2,Multiple colors,Transfer,12,2013,Mix,0,0,0,0
A637456,Dog,Neutered Male,4,Multiple colors,Adoption,5,2014,Mix,0,0,0,0
A667138,Cat,Neutered Male,11,White,Return_to_owner,11,2013,Mix,0,0,0,0
A702582,Cat,Intact Female,1,Blue,Transfer,5,2015,Mix,0,0,0,0
A687885,Cat,Intact Female,0.5,Tabby,Transfer,9,2014,Mix,0,0,0,0
A664264,Cat,Neutered Male,0.16666666666666666,Tabby,Adoption,10,2013,Mix,0,0,0,0
A700184,Dog,Spayed Female,2,Tricolor,Transfer,4,2015,Mix,0,0,0,0
A718619,Dog,Spayed Female,4,Yellow,Return_to_owner,1,2016,Mix,0,0,0,0
A710078,Cat,Intact Female,0.3333333333333333,Multiple colors,Transfer,8,2015,Mix,0,0,0,0
A669909,Dog,Intact Female,0.08333333333333333,Multiple colors,Transfer,2,2014,Mix,0,0,0,0
A690407,Dog,Neutered Male,0.16666666666666666,Brindle,Return_to_owner,10,2014,Mix,0,0,0,0
A690103,Cat,Spayed Female,1,Tortie/Torbie,Adoption,10,2014,Mix,0,0,0,0
A687357,Dog,Neutered Male,0.8333333333333334,Multiple colors,Adoption,9,2014,Mix,0,0,0,0
A669149,Cat,Neutered Male,11,Point,Return_to_owner,12,2013,Mix,0,0,0,0
A707062,Dog,Neutered Male,1,Merle,Adoption,7,2015,Mix,0,0,0,0
A697161,Dog,Intact Male,0.25,Sable,Adoption,5,2015,Mix,0,0,0,0
A717116,Dog,Neutered Male,2,Tan,Return_to_owner,1,2016,Mix,0,0,0,0
A706932,Cat,Spayed Female,0.75,Tortie/Torbie,Return_to_owner,7,2015,Mix,0,0,0,0
A669860,Cat,Spayed Female,1,Multiple colors,Return_to_owner,1,2014,Mix,0,1,0,0
A661919,Cat,Neutered Male,0.25,Point,Adoption,11,2013,Mix,0,0,0,0
A704167,Cat,Spayed Female,0.16666666666666666,Point,Adoption,7,2015,Mix,0,0,0,0
A662755,Cat,Neutered Male,0.16666666666666666,Tabby,Adoption,10,2013,Mix,0,0,0,0
A677574,Cat,Spayed Female,0.25,Calico,Adoption,7,2014,Mix,0,0,0,0
A688955,Dog,Spayed Female,1,Multiple colors,Return_to_owner,9,2014,Mix,0,0,0,0
A705498,Cat,Unknown,0.019178066428986496,Multiple colors,Transfer,6,2015,Mix,0,0,0,0
A695275,Dog,Intact Female,1,Blue,Transfer,1,2015,Mix,0,0,0,0
A689469,Cat,Intact Male,1,Black,Transfer,10,2014,Mix,0,0,0,0
A702909,Cat,Intact Male,0.07671226571594598,Tabby,Transfer,5,2015,Mix,0,0,0,0
A719488,Cat,Neutered Male,0.16666666666666666,Tabby,Adoption,1,2016,Mix,0,0,0,0
A677903,Cat,Neutered Male,3,Tabby,Adoption,6,2014,Mix,0,0,0,0
A704067,Dog,Neutered Male,2,Multiple colors,Return_to_owner,6,2015,Mix,0,0,0,0
A676635,Cat,Neutered Male,0.3333333333333333,Tabby,Adoption,4,2014,Mix,0,0,0,0
A682980,Cat,Intact Female,1,Black,Transfer,7,2014,Mix,0,0,0,0
A705793,Cat,Intact Male,0.05753419928695949,Tabby,Died,6,2015,Mix,0,0,0,0
A700210,Dog,Neutered Male,3,Brown,Adoption,4,2015,Mix,0,0,0,0
A666664,Dog,Intact Male,8,Multiple colors,Transfer,11,2013,Mix,0,0,0,0
A693904,Dog,Neutered Male,2,Black,Return_to_owner,12,2014,Mix,0,0,0,0
A678812,Cat,Intact Female,0.010958904109589041,Tortie/Torbie,Transfer,5,2014,Mix,0,0,0,0
A702650,Cat,Spayed Female,0.16666666666666666,Black,Adoption,7,2015,Mix,0,0,0,0
A712245,Cat,Intact Male,0.08333333333333333,Tabby,Transfer,9,2015,Mix,0,0,0,0
A508027,Dog,Intact Female,9,Black,Euthanasia,2,2016,NA,0,0,0,0
A701217,Dog,Spayed Female,0.8333333333333334,Blue,Return_to_owner,4,2015,Mix,0,0,0,0
A680139,Dog,Intact Male,0.005479452054794521,Multiple colors,Transfer,5,2014,Mix,0,0,0,0
A644510,Dog,Spayed Female,5,Tan,Return_to_owner,9,2014,Mix,0,0,0,0
A665923,Dog,Spayed Female,1,Red,Return_to_owner,11,2013,Mix,0,0,0,0
A710189,Dog,Neutered Male,4,Multiple colors,Return_to_owner,11,2015,Mix,0,0,0,0
A663911,Cat,Intact Male,1,Blue,Transfer,10,2013,Mix,0,0,0,0
A710607,Cat,Spayed Female,0.16666666666666666,Blue,Adoption,10,2015,Mix,0,0,0,0
A676997,Cat,Intact Male,0.019178066428986496,Tabby,Transfer,4,2014,Mix,0,0,0,0
A668822,Cat,Unknown,0.4166666666666667,Black,Euthanasia,12,2013,Mix,0,0,0,0
A704078,Cat,Unknown,0.010958904109589041,Tabby,Transfer,6,2015,Mix,0,0,0,0
A677320,Dog,Spayed Female,6,Multiple colors,Adoption,8,2014,Mix,0,0,0,0
A603485,Dog,Spayed Female,3,Multiple colors,Transfer,8,2014,Mix,0,0,0,0
A709376,Dog,Neutered Male,1,Multiple colors,Return_to_owner,8,2015,Mix,0,0,0,0
A715058,Dog,Neutered Male,1,Black,Return_to_owner,11,2015,Mix,0,0,0,0
A686699,Cat,Spayed Female,0.16666666666666666,Tabby,Adoption,8,2014,Mix,0,0,0,0
A718501,Dog,Neutered Male,1,Multiple colors,Adoption,2,2016,Mix,0,0,0,0
A713172,Dog,Neutered Male,6,Multiple colors,Transfer,12,2015,Mix,0,0,0,0
A667795,Dog,Neutered Male,0.75,Multiple colors,Adoption,12,2013,Mix,0,0,0,0
A711947,Dog,Neutered Male,1,Multiple colors,Return_to_owner,9,2015,Mix,0,0,0,0
A671432,Dog,Spayed Female,0.08333333333333333,Multiple colors,Adoption,3,2014,Mix,0,0,0,0
A707813,Cat,Unknown,2,Black,Transfer,7,2015,Mix,0,0,0,0
A667625,Cat,Spayed Female,0.16666666666666666,Tabby,Adoption,1,2014,Mix,0,0,0,0
A677640,Dog,Neutered Male,1,Multiple colors,Adoption,5,2014,Mix,0,0,0,0
A708877,Dog,Spayed Female,0.16666666666666666,Merle,Adoption,10,2015,Mix,0,0,0,0
A681376,Cat,Intact Male,0.0027397260273972603,Black,Transfer,6,2014,Mix,0,0,0,0
A711369,Cat,Unknown,0.03835613285797299,Multiple colors,Transfer,9,2015,Mix,0,0,0,0
A698069,Cat,Spayed Female,6,Tabby,Transfer,3,2015,Mix,0,0,0,0
A720803,Cat,Spayed Female,1,Calico,Transfer,2,2016,Mix,0,0,0,0
A704498,Dog,Intact Male,0.08333333333333333,Multiple colors,Transfer,6,2015,Mix,0,0,0,0
A687725,Cat,Intact Female,0.16666666666666666,Tabby,Transfer,9,2014,NA,0,0,0,0
A674589,Cat,Intact Female,2,Tortie/Torbie,Transfer,3,2014,Mix,0,0,0,0
A687457,Dog,Neutered Male,1,Black,Return_to_owner,9,2014,Mix,0,0,0,0
A664217,Cat,Intact Female,1,Tabby,Transfer,10,2013,Mix,0,0,0,0
A676890,Dog,Neutered Male,4,Multiple colors,Return_to_owner,5,2014,Mix,0,0,0,0
A655702,Dog,Spayed Female,2,Black,Transfer,10,2013,Mix,0,0,0,0
A665309,Dog,Neutered Male,5,Multiple colors,Transfer,11,2013,Mix,0,0,0,0
A703804,Cat,Spayed Female,0.25,Tortie/Torbie,Adoption,8,2015,Mix,0,0,0,0
A693269,Dog,Neutered Male,0.08333333333333333,Multiple colors,Adoption,1,2015,Mix,0,0,0,0
A701599,Dog,Neutered Male,3,Multiple colors,Return_to_owner,5,2015,Mix,0,0,0,0
A707912,Dog,Spayed Female,8,Multiple colors,Return_to_owner,7,2015,Mix,0,0,0,0
A688045,Dog,Neutered Male,2,Brown,Adoption,9,2014,Mix,0,0,0,0
A690102,Cat,Spayed Female,0.25,Tabby,Adoption,12,2014,Mix,0,0,0,0
A691859,Cat,Intact Female,2,Multiple colors,Euthanasia,11,2014,Mix,0,0,0,0
A686128,Dog,Neutered Male,1,Multiple colors,Adoption,8,2014,Mix,0,0,0,0
A667273,Cat,Intact Male,2,Blue,Transfer,11,2013,Mix,0,0,0,0
A720853,Dog,Spayed Female,10,Multiple colors,Return_to_owner,2,2016,Mix,0,0,0,0
A678293,Dog,Intact Male,6,Multiple colors,Euthanasia,5,2014,Mix,0,0,0,0
A705265,Cat,Neutered Male,1,Tabby,Transfer,6,2015,Mix,0,0,0,0
A685602,Cat,Intact Male,0.3333333333333333,Tabby,Transfer,8,2014,Mix,0,0,0,0
A685816,Cat,Spayed Female,4,Tortie/Torbie,Euthanasia,8,2014,Mix,0,0,0,0
A680002,Dog,Spayed Female,1,Multiple colors,Return_to_owner,7,2015,Mix,0,0,0,0
A676590,Cat,Neutered Male,2,Tabby,Adoption,6,2014,Mix,0,0,0,0
A709309,Cat,Neutered Male,0.16666666666666666,Orange,Adoption,10,2015,Mix,0,0,0,0
A702410,Cat,Spayed Female,4,Tabby,Adoption,8,2015,Mix,0,0,0,0
A702574,Dog,Spayed Female,0.4166666666666667,Multiple colors,Adoption,5,2015,Mix,0,0,0,0
A685616,Dog,Intact Female,0.08333333333333333,Brown,Transfer,8,2014,Mix,0,0,0,0
A704864,Cat,Neutered Male,0.3333333333333333,Black,Euthanasia,9,2015,Mix,0,0,0,0
A694643,Dog,Spayed Female,4,Multiple colors,Return_to_owner,1,2015,NA,0,0,0,0
A699029,Dog,Intact Female,3,Black,Return_to_owner,6,2015,NA,0,0,0,0
A675651,Dog,Intact Female,4,Brindle,Transfer,4,2014,Mix,0,0,0,0
A675605,Dog,Neutered Male,1,Brindle,Adoption,4,2014,Mix,0,0,0,0
A675324,Dog,Neutered Male,1,Multiple colors,Return_to_owner,5,2014,Mix,0,0,0,0
A695396,Cat,Neutered Male,3,Tabby,Return_to_owner,1,2015,Mix,0,0,0,0
A721087,Dog,Neutered Male,3,Multiple colors,Return_to_owner,2,2016,Mix,0,0,0,0
A707523,Dog,Intact Male,1,Brown,Transfer,7,2015,Mix,0,0,0,0
A671292,Cat,Spayed Female,2,Tabby,Adoption,3,2014,Mix,0,0,0,0
A717998,Cat,Intact Female,0.16666666666666666,Black,Adoption,1,2016,Mix,0,0,0,0
A707773,Dog,Intact Female,3,Multiple colors,Transfer,7,2015,Mix,0,0,0,0
A703795,Cat,Neutered Male,14,Tabby,Euthanasia,5,2015,Mix,0,0,0,0
A718086,Cat,Neutered Male,0.5,Tabby,Adoption,12,2015,Mix,0,0,0,0
A678741,Cat,Intact Female,0.05753419928695949,Tabby,Transfer,5,2014,Mix,0,0,0,0
A712796,Cat,Intact Male,1,Tabby,Transfer,9,2015,Mix,0,0,0,0
A698398,Dog,Neutered Male,2,Multiple colors,Adoption,3,2015,Mix,0,0,0,0
A665606,Dog,Neutered Male,6,Multiple colors,Return_to_owner,10,2013,Mix,0,0,0,0
A706458,Cat,Neutered Male,0.25,Tabby,Adoption,7,2015,Mix,0,0,0,0
A672907,Dog,Neutered Male,0.4166666666666667,Merle,Return_to_owner,2,2014,Mix,0,0,0,0
A684259,Cat,Spayed Female,1,Tabby,Transfer,7,2014,Mix,0,0,0,0
A666131,Cat,Neutered Male,0.16666666666666666,Point,Adoption,12,2013,Mix,0,0,0,0
A666706,Cat,Intact Female,1,Blue,Transfer,11,2013,Mix,0,0,0,0
A703201,Dog,Spayed Female,0.75,Multiple colors,Adoption,5,2015,NA,0,0,0,0
A687016,Cat,Intact Female,0.3333333333333333,Calico,Transfer,8,2014,Mix,0,0,0,0
A709784,Dog,Neutered Male,1,Multiple colors,Transfer,10,2015,Mix,0,0,0,0
A683320,Cat,Neutered Male,0.08333333333333333,Point,Transfer,7,2014,Mix,0,0,0,0
A708737,Dog,Neutered Male,2,Sable,Return_to_owner,12,2015,Mix,0,0,0,0
A695211,Dog,Neutered Male,0.3333333333333333,Black,Adoption,1,2015,Mix,0,0,0,0
A710043,Cat,Intact Female,0.05753419928695949,Tabby,Transfer,8,2015,Mix,0,0,0,0
A670205,Dog,Spayed Female,2,Multiple colors,Adoption,2,2014,Mix,0,0,0,0
A711008,Cat,Intact Female,0.16666666666666666,Tabby,Transfer,10,2015,Mix,0,0,0,0
A688464,Dog,Spayed Female,1,Merle,Adoption,9,2014,Mix,0,0,0,0
A719666,Dog,Neutered Male,0.5,Multiple colors,Transfer,1,2016,NA,0,0,0,0
A711410,Cat,Intact Male,0.03835613285797299,Black,Transfer,9,2015,Mix,0,0,0,0
A678692,Dog,Spayed Female,1,Multiple colors,Return_to_owner,5,2014,Mix,0,0,0,0
A673933,Dog,Neutered Male,3,Brown,Adoption,5,2014,Mix,0,0,0,0
A674579,Cat,Neutered Male,0.16666666666666666,Blue,Adoption,4,2014,Mix,0,0,0,0
A695844,Dog,Neutered Male,2,Brindle,Adoption,5,2015,Mix,0,0,0,0
A710448,Dog,Intact Male,0.5,Tan,Return_to_owner,8,2015,NA,0,0,0,0
A671412,Dog,Spayed Female,2,Multiple colors,Adoption,2,2014,Mix,0,0,0,0
A664504,Dog,Spayed Female,0.8333333333333334,Multiple colors,Return_to_owner,2,2014,Mix,0,0,0,0
A682607,Dog,Spayed Female,0.08333333333333333,Multiple colors,Adoption,8,2014,Mix,0,0,0,0
A719156,Dog,Neutered Male,0.08333333333333333,Multiple colors,Adoption,1,2016,Mix,0,0,0,0
A678876,Dog,Neutered Male,0.25,Multiple colors,Adoption,5,2014,Mix,0,0,0,0
A717015,Cat,Neutered Male,2,Tabby,Transfer,12,2015,Mix,0,0,0,0
A675251,Cat,Intact Female,1,Tabby,Transfer,3,2014,Mix,0,0,0,0
A664462,Dog,Intact Male,0.3333333333333333,Multiple colors,Transfer,10,2013,Mix,0,0,0,0
A686210,Cat,Spayed Female,13,Tabby,Adoption,6,2015,Mix,0,0,0,0
A679174,Cat,Spayed Female,1,Multiple colors,Adoption,11,2015,Mix,0,0,0,0
A683090,Dog,Spayed Female,0.16666666666666666,Multiple colors,Adoption,7,2014,Mix,0,0,0,0
A714155,Dog,Spayed Female,3,Multiple colors,Adoption,12,2015,NA,0,0,0,0
A532505,Cat,Spayed Female,6,Tabby,Return_to_owner,11,2013,Mix,0,0,0,0
A704300,Dog,Spayed Female,8,White,Adoption,6,2015,Mix,0,0,0,0
A674345,Dog,Neutered Male,1,Black,Return_to_owner,3,2014,Mix,0,0,0,0
A717013,Cat,Intact Female,0.16666666666666666,Black,Adoption,12,2015,Mix,0,0,0,0
A720443,Dog,Neutered Male,0.16666666666666666,Multiple colors,Adoption,2,2016,Mix,0,0,0,0
A683210,Cat,Spayed Female,6,Multiple colors,Transfer,7,2014,Mix,0,0,0,0
A709441,Cat,Spayed Female,1,Tabby,Adoption,9,2015,Mix,0,0,0,0
A699939,Cat,Neutered Male,6,Tabby,Adoption,4,2015,Mix,0,0,0,0
A669444,Dog,Neutered Male,2,Multiple colors,Return_to_owner,12,2013,Mix,0,0,0,0
A720577,Dog,Spayed Female,0.16666666666666666,Tan,Adoption,2,2016,Mix,0,0,0,0
A678751,Cat,Intact Female,0.08333333333333333,Black,Transfer,5,2014,Mix,0,0,0,0
A715067,Dog,Intact Male,0.5,Multiple colors,Return_to_owner,11,2015,Mix,0,0,0,0
A631348,Dog,Neutered Male,5,White,Adoption,4,2014,Mix,0,0,0,0
A710307,Dog,Spayed Female,9,Multiple colors,Adoption,9,2015,Mix,0,0,0,0
A712843,Dog,Intact Male,1,Multiple colors,Died,9,2015,Mix,0,0,0,0
A670678,Dog,Neutered Male,2,Merle,Adoption,1,2014,NA,0,0,0,0
A708370,Dog,Spayed Female,4,Buff,Return_to_owner,7,2015,Mix,0,0,0,0
A661104,Dog,Intact Female,8,Multiple colors,Adoption,11,2013,Mix,0,0,0,0
A718313,Dog,Neutered Male,5,Multiple colors,Return_to_owner,1,2016,Mix,0,0,0,0
A669974,Dog,Neutered Male,2,Black,Adoption,1,2014,Mix,0,0,0,0
A679126,Cat,Intact Female,0.05753419928695949,Multiple colors,Transfer,5,2014,Mix,0,0,0,0
A683139,Cat,Intact Male,0.08333333333333333,Tabby,Transfer,7,2014,Mix,0,0,0,0
A704595,Dog,Neutered Male,1,Multiple colors,Transfer,6,2015,Mix,0,0,0,0
A686737,Dog,Neutered Male,0.4166666666666667,Multiple colors,Adoption,9,2014,Mix,0,0,0,0
A696478,Dog,Intact Male,1,Multiple colors,Euthanasia,2,2015,Mix,0,0,0,0
A690229,Dog,Spayed Female,2,Multiple colors,Return_to_owner,10,2014,Mix,0,0,0,0
A706106,Cat,Intact Female,2,Calico,Euthanasia,6,2015,Mix,0,0,0,0
A710873,Cat,Intact Female,0.08333333333333333,Tabby,Euthanasia,8,2015,Mix,0,0,0,0
A695978,Dog,Intact Male,7,Multiple colors,Transfer,2,2015,Mix,0,0,0,0
A684756,Dog,Spayed Female,7,Multiple colors,Transfer,8,2014,NA,0,0,0,0
A667130,Cat,Neutered Male,0.5,Tabby,Adoption,12,2013,Mix,0,0,0,0
A691152,Cat,Spayed Female,0.16666666666666666,Tabby,Adoption,12,2014,Mix,0,0,0,0
A667846,Dog,Intact Female,1,Multiple colors,Transfer,12,2013,Mix,0,0,0,0
A705818,Cat,Spayed Female,0.16666666666666666,Tabby,Transfer,7,2015,Mix,0,0,0,0
A713937,Dog,Neutered Male,3,Multiple colors,Died,2,2016,Mix,0,0,0,0
A688599,Cat,Intact Female,0.05753419928695949,Tortie/Torbie,Transfer,9,2014,Mix,0,0,0,0
A701149,Dog,Neutered Male,0.16666666666666666,White,Adoption,6,2015,Mix,0,0,0,0
A668348,Dog,Intact Male,0.08333333333333333,Tricolor,Transfer,12,2013,Mix,0,0,0,0
A682740,Cat,Intact Female,0.010958904109589041,Tabby,Transfer,7,2014,Mix,0,0,0,0
A646733,Dog,Neutered Male,2,Multiple colors,Adoption,4,2014,Mix,0,0,0,0
A710178,Cat,Neutered Male,0.3333333333333333,Black,Transfer,9,2015,Mix,0,0,0,0
A703254,Cat,Neutered Male,6,Multiple colors,Adoption,6,2015,Mix,0,0,0,0
A678090,Cat,Intact Female,0.08333333333333333,Tabby,Adoption,6,2014,Mix,0,0,0,0
A696025,Dog,Neutered Male,2,Brindle,Adoption,2,2015,Mix,0,0,0,0
A713466,Dog,Intact Male,12,Sable,Adoption,10,2015,Mix,0,0,0,0
